"Categories"	"Excerpt"	"Long"	"Set"
"151"	"00000000000000000000000010000000000000000"	"Holding daily review meetings on the response at the Health Department of the City of Conakry (DSVCO) by stakeholders"	1	"test"
"152"	"00000000000001000000000000000000000000000"	"Hygiene promotion activities started two months later than planned, which had a significant impact on the number of people reached by the awareness-raising messages."	1	"test"
"153"	"00000000000001000000000000000000000000000"	"Hygiene promotion sessions raised people’s awareness on the role of hygiene in maintaining good health population. (WASH)"	1	"test"
"154"	"00000000000000000010000000000000000000000"	"Identification of the target population to receive the intervention since the cases were very varied (develop the assessment system)."	1	"test"
"155"	"00000000000000000010000000000000000000000"	"Identifying households for household items assistance was quite challenging as the number of affected people was high. These were distributed immediately after the floods, based on the vulnerability of the affected people who stayed in the camps on a first-come first-serve basis and based on the capacity of the SLRCS branches"	1	"test"
"156"	"00000000000000000000001000000000000000000"	"IFRC and Niger RC had great delays in setting up this DREF operation due to several reasons: 1) Delays in completing the eContract process for the MoU (which affected also the time taken to transfer the fund to Niger NS)"	1	"test"
"157"	"00000000000000000010000000000000000000000"	"IFRC could not complete the recruitment of Rapid response staff because of limited time from the approval of the operation to the implementation of the campaign. The NS could not organize the planned lesson learned workshops because of internal administrative bottlenecks."	1	"test"
"158"	"00000000000000000000001000000000000000000"	"IFRC support in the area of staff in the emergency operation was an added value to the effective implementation of planned activities."	1	"test"
"159"	"00000000000000000000001000000000000000000"	"IFRC team cooperation and joining part of the distribution (response)."	1	"test"
"160"	"00001000000000000000000000000000000000000"	"Implementing activities based on communities' availability, in consensus with community leaders and using the CEA approach."	1	"test"
"161"	"00000000000000000100000000000000000000000"	"In addition to the overall delay encountered by the operation, the number of 22 community volunteers were not enough for the construction of the Sahel shelter within the project time frame. Actions taken to mitigate the issue include the involvement of beneficiaries and some community members during the construction stage and sharing of information among the NS regional committees involved in the implementation of the DREF operation."	1	"test"
"162"	"00000000000000000000000010000000000000000"	"In addition, maintaining a close relationship with the local health authorities was helpful in conducting effective and  quality programmes."	1	"test"
"163"	"00001000000000000000000000000000000000000"	"In case of gender-based violence, specialized services to refer the survivors were not available in Cibitoke province. All cases were evacuated to Bujumbura town at 60 km because there was no specialized service in the area."	1	"test"
